Date,Team,Block,Plot,Treatment,Seed_Source,Plant_Number,Species_Code,Group_Number,Height_cm,Width_cm,Notes,AliveMissingDead,Number_Flowers,Veg_State,Flowering,DripRow,BufferZone,Survey_Season,PositionID,Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,18,ARTCAL,1,25,36,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2674,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,19,SALMEL,2,35,16,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2675,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,20,ENCCAL,1,60,24,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2676,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,22,ERIFAS,1,16,13,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2678,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,27,ARTCAL,4,29,21,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2683,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,29,ENCCAL,3,57,27,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2685,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,30,SALMEL,1,43,18,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2686,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,32,ARTCAL,2,17,11,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2688,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,33,SALMEL,2,29,12,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2689,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,34,ENCCAL,4,55,15,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2690,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,39,ENCCAL,1,51,15,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2695,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,40,SALMEL,3,44,17,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2696,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,41,ARTCAL,1,45,23,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2697,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,43,SALMEL,1,14,10,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2699,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,44,ENCCAL,2,64,22,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2700,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,45,ERIFAS,3,24,19,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2701,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,46,ARTCAL,3,24,24,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2702,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,51,ARTCAL,4,47,30,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2707,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,52,ERIFAS,4,37,23,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2708,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,53,ENCCAL,3,61,34,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2709,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,54,SALMEL,4,18,14,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2710,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,55,ERIFAS,2,58,82,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2711,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,56,ARTCAL,3,32,31,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2712,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,57,SALMEL,3,36,15,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2713,Not Replaced
2020-03-16,"KS, PT, MP, JC",4,9,irrigation,Xeric,58,ENCCAL,4,28,19,NA,A,NA,NA,Not Flowering,0,0,Spr2020,2714,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,15,ENCCAL,2,102,155,NA,A,NA,V,Not Flowering,0,0,Fall2021,1015,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,17,ARTCAL,3,81,88,NA,A,NA,V,Not Flowering,0,0,Fall2021,1017,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,19,ENCCAL,2,147,152,NA,A,NA,V,Not Flowering,0,0,Fall2021,1019,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,20,SALMEL,2,10,8,NA,A,NA,V,Not Flowering,0,0,Fall2021,1020,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,21,ERIFAS,2,65,109,NA,A,NA,S,Not Flowering,0,0,Fall2021,1021,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,22,ARTCAL,2,54,79,NA,A,55,B,Flowering,0,0,Fall2021,1022,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,28,ERIFAS,2,19,28,NA,A,NA,V,Not Flowering,0,0,Fall2021,1028,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,29,SALMEL,3,92,47,NA,A,NA,V,Not Flowering,0,0,Fall2021,1029,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,30,ENCCAL,3,90,107,NA,A,NA,V,Not Flowering,0,0,Fall2021,1030,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,31,ERIFAS,2,20,30,NA,A,NA,V,Not Flowering,0,0,Fall2021,1031,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,32,ARTCAL,2,79,34,NA,A,NA,V,Not Flowering,0,0,Fall2021,1032,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,33,ENCCAL,2,97,156,Originally coded not yet dead,A,NA,V,Not Flowering,0,0,Fall2021,1033,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,39,ENCCAL,1,78,96,Originally coded not yet dead,A,NA,V,Not Flowering,0,0,Fall2021,1039,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,40,SALMEL,1,40,16,NA,A,NA,V,Not Flowering,0,0,Fall2021,1040,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,41,ERIFAS,4,40,48,NA,A,NA,V,Not Flowering,0,0,Fall2021,1041,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,42,ARTCAL,1,53,38,NA,A,NA,V,Not Flowering,0,0,Fall2021,1042,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,43,SALMEL,1,49,19,NA,A,NA,V,Not Flowering,0,0,Fall2021,1043,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,44,ENCCAL,4,71,74,NA,A,NA,V,Not Flowering,0,0,Fall2021,1044,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,45,ARTCAL,1,82,72,NA,A,35,F,Flowering,0,0,Fall2021,1045,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,46,ERIFAS,1,NA,NA,NA,M,NA,NA,Not Flowering,0,0,Fall2021,1046,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,51,ARTCAL,1,69,70,NA,A,NA,V,Not Flowering,0,0,Fall2021,1051,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,53,SALMEL,1,29,9,NA,A,NA,V,Not Flowering,0,0,Fall2021,1053,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,54,ENCCAL,4,79,100,NA,D,NA,V,Not Flowering,0,0,Fall2021,1054,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,55,ERIFAS,4,42,42,NA,A,NA,V,Not Flowering,0,0,Fall2021,1055,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,56,ARTCAL,4,59,74,NA,A,1350,B,Flowering,0,0,Fall2021,1056,Not Replaced
2021-09-30,"Noreen, Sara",1,1,exclusion,Xeric,58,ENCCAL,3,77,108,NA,A,NA,V,Not Flowering,0,0,Fall2021,1058,Not Replaced
2021-09-30,"Noreen, Sara",1,2,ambient,Mesic,22,ENCCAL,3,74,81,Originally coded not yet dead,A,NA,V,Not Flowering,0,0,Fall2021,1094,Not Replaced
2021-09-30,"Noreen, Sara",1,2,ambient,Mesic,32,ENCCAL,4,91,79,NA,A,NA,V,Not Flowering,0,0,Fall2021,1104,Not Replaced
2021-09-30,"Noreen, Sara",1,2,ambient,Mesic,34,SALMEL,3,78,35,NA,A,NA,V,Not Flowering,0,0,Fall2021,1106,Not Replaced
2021-09-30,"Noreen, Sara",1,2,ambient,Mesic,43,ERIFAS,4,54,75,NA,A,NA,S,Not Flowering,0,0,Fall2021,1115,Not Replaced
2021-09-30,"Noreen, Sara",1,2,ambient,Mesic,44,SALMEL,4,59,23,NA,A,NA,V,Not Flowering,0,0,Fall2021,1116,Not Replaced
2021-09-30,"Noreen, Sara",1,2,ambient,Mesic,46,ENCCAL,4,75,89,Originally coded not yet dead,A,NA,V,Not Flowering,0,0,Fall2021,1118,Not Replaced
2021-09-30,"Noreen, Sara",1,2,ambient,Mesic,51,ARTCAL,4,37,40,NA,A,110,F,Flowering,0,0,Fall2021,1123,Not Replaced
2021-09-30,"Noreen, Sara",1,2,ambient,Mesic,55,ENCCAL,3,73,56,NA,D,NA,V,Not Flowering,0,0,Fall2021,1127,Not Replaced
2021-09-30,"Noreen, Sara",1,2,ambient,Mesic,57,ERIFAS,4,66,72,NA,A,NA,V,Not Flowering,0,0,Fall2021,1129,Not Replaced
2021-09-30,"Noreen, Sara",1,2,ambient,Mesic,58,SALMEL,4,33,16,NA,A,NA,V,Not Flowering,0,0,Fall2021,1130,Not Replaced
2021-09-30,"NT, ED",1,5,ambient,Xeric,15,SALMEL,1,34,28,NA,A,NA,V,Not Flowering,0,0,Fall2021,1159,Not Replaced
2021-09-30,"NT, ED",1,5,ambient,Xeric,17,ENCCAL,2,112,172,NA,A,NA,V,Not Flowering,0,0,Fall2021,1161,Not Replaced
2021-09-30,"NT, ED",1,5,ambient,Xeric,22,ENCCAL,2,76,154,NA,A,NA,V,Not Flowering,0,0,Fall2021,1166,Not Replaced
2021-09-30,"NT, ED",1,5,ambient,Xeric,31,ENCCAL,3,90,111,NA,A,NA,V,Not Flowering,0,0,Fall2021,1175,Not Replaced
2021-09-30,"NT, ED",1,5,ambient,Xeric,34,SALMEL,2,20,22,NA,A,NA,V,Not Flowering,0,0,Fall2021,1178,Not Replaced
2021-09-30,"NT, ED",1,5,ambient,Xeric,41,ENCCAL,2,100,160,NA,A,NA,V,Not Flowering,0,0,Fall2021,1185,Not Replaced
2021-09-30,"NT, ED",1,5,ambient,Xeric,43,ARTCAL,1,66,67.75,NA,A,NA,V,Not Flowering,0,0,Fall2021,1187,Not Replaced
2021-09-30,"NT, ED",1,5,ambient,Xeric,44,SALMEL,1,23,20.5,NA,A,NA,V,Not Flowering,0,0,Fall2021,1188,Not Replaced
2021-09-30,"NT, ED",1,5,ambient,Xeric,45,ENCCAL,2,76.5,96,NA,A,NA,V,Not Flowering,0,0,Fall2021,1189,Not Replaced
2021-09-30,"NT, ED",1,5,ambient,Xeric,52,ENCCAL,4,NA,NA,NA,D,NA,NA,Not Flowering,0,0,Fall2021,1196,Not Replaced
2021-09-30,"NT, ED",1,5,ambient,Xeric,54,SALMEL,2,NA,NA,NA,D,NA,NA,Not Flowering,0,0,Fall2021,1198,Not Replaced
2021-09-30,"NT, ED",1,5,ambient,Xeric,55,ENCCAL,3,63,80,Originally coded not yet dead,A,NA,V,Not Flowering,0,0,Fall2021,1199,Not Replaced
2021-09-30,"NT, ED",1,5,ambient,Xeric,58,ARTCAL,2,54,66.5,NA,A,NA,V,Not Flowering,0,0,Fall2021,1202,Not Replaced
2021-09-30,"NT, ED",1,6,irrigation,Mesic,16,ENCCAL,2,98,179,NA,A,NA,V,Not Flowering,0,0,Fall2021,1232,Not Replaced
2021-09-30,"NT, ED",1,6,irrigation,Mesic,17,ARTCAL,4,101,125,NA,A,NA,V,Not Flowering,0,0,Fall2021,1233,Not Replaced
2021-09-30,"NT, ED",1,6,irrigation,Mesic,18,SALMEL,2,39,10,NA,A,NA,V,Not Flowering,0,0,Fall2021,1234,Not Replaced
2021-09-30,"NT, ED",1,6,irrigation,Mesic,19,ENCCAL,1,102,192,NA,A,NA,V,Not Flowering,0,0,Fall2021,1235,Not Replaced
2021-09-30,"NT, ED",1,6,irrigation,Mesic,21,SALMEL,2,66,115,NA,A,NA,V,Not Flowering,0,0,Fall2021,1237,Not Replaced
2021-09-30,"NT, ED",1,6,irrigation,Mesic,22,ARTCAL,4,16,2.5,NA,A,NA,V,Not Flowering,0,0,Fall2021,1238,Not Replaced
2021-09-30,"NT, ED",1,6,irrigation,Mesic,27,ARTCAL,4,76,97,NA,A,NA,V,Not Flowering,0,0,Fall2021,1243,Not Replaced
2021-09-30,"NT, ED",1,6,irrigation,Mesic,28,SALMEL,1,30,18,NA,A,NA,V,Not Flowering,0,0,Fall2021,1244,Not Replaced
2021-09-30,"NT, ED",1,6,irrigation,Mesic,30,ENCCAL,1,91,147.5,NA,A,NA,F,Flowering,0,0,Fall2021,1246,Not Replaced
2021-09-30,"NT, ED",1,6,irrigation,Mesic,31,ARTCAL,3,85,90,NA,A,NA,V,Not Flowering,0,0,Fall2021,1247,Not Replaced
2021-09-30,"NT, ED",1,6,irrigation,Mesic,33,ENCCAL,4,105,152,NA,A,NA,V,Not Flowering,0,0,Fall2021,1249,Not Replaced
2021-09-30,"NT, ED",1,6,irrigation,Mesic,40,ENCCAL,3,100,170,NA,A,NA,V,Not Flowering,0,0,Fall2021,1256,Not Replaced
2021-09-30,"NT, ED",1,6,irrigation,Mesic,42,ARTCAL,1,48,51,NA,A,NA,V,Not Flowering,0,0,Fall2021,1258,Not Replaced
2021-09-30,"NT, ED",1,6,irrigation,Mesic,44,ENCCAL,2,84,132,NA,A,NA,V,Not Flowering,0,0,Fall2021,1260,Not Replaced
2021-09-30,"NT, ED",1,6,irrigation,Mesic,46,SALMEL,1,59,51,NA,A,NA,S,Not Flowering,0,0,Fall2021,1262,Not Replaced
2021-09-30,"NT, ED",1,6,irrigation,Mesic,51,ARTCAL,3,80,62,NA,D,NA,NA,Not Flowering,0,0,Fall2021,1267,Not Replaced
2021-09-30,"NT, ED",1,6,irrigation,Mesic,53,ERIFAS,4,40,88,NA,A,NA,V,Not Flowering,0,0,Fall2021,1269,Not Replaced
2021-09-30,"NT, ED",1,6,irrigation,Mesic,54,ENCCAL,2,90.5,125.5,NA,A,NA,V,Not Flowering,0,0,Fall2021,1270,Not Replaced
2021-09-30,"NT, ED",1,6,irrigation,Mesic,55,SALMEL,3,NA,NA,NA,D,NA,NA,Not Flowering,0,0,Fall2021,1271,Not Replaced
2021-09-30,"NT, ED",1,6,irrigation,Mesic,56,ARTCAL,3,51,40,NA,A,NA,V,Not Flowering,0,0,Fall2021,1272,Not Replaced
2021-09-30,"NT, ED",1,6,irrigation,Mesic,58,ENCCAL,4,94,104,NA,A,NA,V,Not Flowering,0,0,Fall2021,1274,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,16,ARTCAL,1,74,51,NA,A,NA,V,Not Flowering,0,0,Fall2021,1880,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,17,SALMEL,3,42,29,NA,A,NA,V,Not Flowering,0,0,Fall2021,1881,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,18,ENCCAL,3,78,73,NA,A,NA,V,Not Flowering,0,0,Fall2021,1882,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,19,ARTCAL,3,80,84,NA,A,NA,V,Not Flowering,0,0,Fall2021,1883,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,20,ERIFAS,4,52,38,NA,A,NA,V,Not Flowering,0,0,Fall2021,1884,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,21,ENCCAL,2,90,145,NA,A,NA,V,Not Flowering,0,0,Fall2021,1885,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,22,SALMEL,1,49,26,NA,A,NA,V,Not Flowering,0,0,Fall2021,1886,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,27,ENCCAL,1,59,92,NA,A,NA,V,Not Flowering,0,0,Fall2021,1891,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,28,SALMEL,1,39,20,NA,A,NA,V,Not Flowering,0,0,Fall2021,1892,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,29,ERIFAS,2,17,40,NA,A,NA,V,Not Flowering,0,0,Fall2021,1893,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,30,ARTCAL,2,57,59,NA,A,NA,V,Not Flowering,0,0,Fall2021,1894,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,31,SALMEL,2,44,25,NA,A,NA,V,Not Flowering,0,0,Fall2021,1895,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,33,ARTCAL,2,74,75,NA,A,NA,V,Not Flowering,0,0,Fall2021,1897,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,40,ERIFAS,2,16,42,NA,A,NA,V,Not Flowering,0,0,Fall2021,1904,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,41,ENCCAL,3,NA,NA,NA,A,NA,NA,Not Flowering,0,0,Fall2021,1905,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,44,ARTCAL,4,102,71,NA,A,NA,V,Not Flowering,0,0,Fall2021,1908,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,45,SALMEL,3,23,30,NA,D,NA,V,Not Flowering,0,0,Fall2021,1909,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,46,ENCCAL,3,113,142,NA,A,NA,V,Not Flowering,0,0,Fall2021,1910,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,51,SALMEL,3,42,39,NA,A,NA,V,Not Flowering,0,0,Fall2021,1915,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,52,ENCCAL,4,84,107,NA,A,NA,V,Not Flowering,0,0,Fall2021,1916,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,53,ARTCAL,3,69,57,NA,A,NA,V,Not Flowering,0,0,Fall2021,1917,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,54,ERIFAS,4,21,13.5,NA,A,NA,V,Not Flowering,0,0,Fall2021,1918,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,55,ENCCAL,1,67,56,NA,A,NA,V,Not Flowering,0,0,Fall2021,1919,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,57,ERIFAS,3,2,49,NA,A,NA,V,Not Flowering,0,0,Fall2021,1921,Not Replaced
2021-09-30,"EA, NC",3,1,exclusion,Xeric,58,ARTCAL,1,82,48,NA,A,NA,V,Not Flowering,0,0,Fall2021,1922,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,15,ARTCAL,4,85,90,NA,A,12600,F,Flowering,0,0,Fall2021,1951,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,16,ENCCAL,4,98,143,NA,A,NA,V,Not Flowering,0,0,Fall2021,1952,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,17,SALMEL,2,64,24,NA,A,NA,V,Not Flowering,0,0,Fall2021,1953,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,18,ERIFAS,1,48,94,NA,A,NA,S,Not Flowering,0,0,Fall2021,1954,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,19,ENCCAL,4,105,89,NA,A,NA,V,Not Flowering,0,0,Fall2021,1955,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,20,ARTCAL,2,110,128,NA,A,NA,V,Not Flowering,0,0,Fall2021,1956,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,21,ERIFAS,3,40,55,NA,A,NA,S,Not Flowering,0,0,Fall2021,1957,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,22,SALMEL,3,105,44,NA,A,NA,V,Not Flowering,0,0,Fall2021,1958,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,29,ENCCAL,2,76,83,NA,A,NA,V,Not Flowering,0,0,Fall2021,1965,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,30,ARTCAL,1,105,120,NA,A,35,B,Flowering,0,0,Fall2021,1966,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,32,SALMEL,4,58,25,NA,A,NA,V,Not Flowering,0,0,Fall2021,1968,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,33,ENCCAL,2,77,63,NA,A,NA,V,Not Flowering,0,0,Fall2021,1969,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,34,ARTCAL,2,101,98,NA,A,1050,F,Flowering,0,0,Fall2021,1970,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,39,ENCCAL,1,81,88,NA,D,NA,NA,Not Flowering,0,0,Fall2021,1975,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,40,ARTCAL,4,116,138,NA,A,3548,B,Flowering,0,0,Fall2021,1976,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,41,ERIFAS,3,50,25,NA,A,NA,V,Not Flowering,0,0,Fall2021,1977,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,43,ARTCAL,1,108,106,NA,A,175,B,Flowering,0,0,Fall2021,1979,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,44,ENCCAL,2,89,78,NA,A,NA,V,Not Flowering,0,0,Fall2021,1980,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,45,SALMEL,4,63,24,NA,A,NA,V,Not Flowering,0,0,Fall2021,1981,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,51,ERIFAS,4,55,123,NA,A,NA,S,Not Flowering,0,0,Fall2021,1987,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,53,ARTCAL,1,103,134,NA,A,NA,V,Not Flowering,0,0,Fall2021,1989,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,54,ENCCAL,3,87,138,NA,A,NA,V,Not Flowering,0,0,Fall2021,1990,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,55,SALMEL,4,69,41,NA,A,NA,V,Not Flowering,0,0,Fall2021,1991,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,57,ENCCAL,2,77,75,NA,A,NA,V,Not Flowering,0,0,Fall2021,1993,Not Replaced
2021-09-30,"EA, NC",3,2,ambient,Mesic,58,ARTCAL,1,73,14,NA,A,670,B,Flowering,0,0,Fall2021,1994,Not Replaced
2021-10-05,MP,3,9,irrigation,Xeric,17,ENCCAL,4,63,81,NA,A,NA,V,Not Flowering,0,0,Fall2021,2241,Not Replaced
2021-10-05,MP,3,9,irrigation,Xeric,28,SALMEL,1,86,78,NA,A,NA,V,Not Flowering,0,0,Fall2021,2252,Not Replaced
2021-10-05,MP,3,9,irrigation,Xeric,29,ERIFAS,3,61,148,NA,A,NA,S,Not Flowering,0,0,Fall2021,2253,Not Replaced
2021-10-05,MP,3,9,irrigation,Xeric,30,ARTCAL,2,67,72,NA,A,1254,B,Flowering,0,0,Fall2021,2254,Not Replaced
2021-10-05,MP,3,9,irrigation,Xeric,31,ENCCAL,4,81,142,NA,A,NA,V,Not Flowering,0,0,Fall2021,2255,Not Replaced
2021-10-05,MP,3,9,irrigation,Xeric,39,ARTCAL,2,81,119,NA,A,17,B,Flowering,0,0,Fall2021,2263,Not Replaced
2021-10-05,MP,3,9,irrigation,Xeric,40,ERIFAS,2,54,169,NA,A,NA,S,Not Flowering,0,0,Fall2021,2264,Not Replaced
2021-10-05,MP,3,9,irrigation,Xeric,42,ENCCAL,3,98,153,NA,A,NA,V,Not Flowering,0,0,Fall2021,2266,Not Replaced
2021-10-05,MP,3,9,irrigation,Xeric,43,ERIFAS,2,34,68,NA,A,NA,F,Flowering,0,0,Fall2021,2267,Not Replaced
2021-10-05,MP,3,9,irrigation,Xeric,51,SALMEL,4,114,128,NA,A,NA,V,Not Flowering,0,0,Fall2021,2275,Not Replaced
2021-10-05,MP,3,9,irrigation,Xeric,53,ARTCAL,3,94,135,NA,A,NA,F,Flowering,0,0,Fall2021,2277,Not Replaced
2021-10-05,MP,3,9,irrigation,Xeric,54,ERIFAS,4,101,198,NA,A,NA,F,Flowering,0,0,Fall2021,2278,Not Replaced
2021-09-30,"EA, SM",3,5,ambient,Xeric,15,SALMEL,2,33,25,NA,A,NA,V,Not Flowering,0,0,Fall2021,2023,Not Replaced
2021-09-30,"EA, SM",3,5,ambient,Xeric,16,ENCCAL,3,66,96,NA,A,NA,V,Not Flowering,0,0,Fall2021,2024,Not Replaced
2021-09-30,"EA, SM",3,5,ambient,Xeric,17,ERIFAS,3,8,12,NA,A,NA,V,Not Flowering,0,0,Fall2021,2025,Not Replaced
2021-09-30,"EA, SM",3,5,ambient,Xeric,18,ARTCAL,1,22,9,NA,D,NA,V,Not Flowering,0,0,Fall2021,2026,Not Replaced
2021-09-30,"EA, SM",3,5,ambient,Xeric,19,ENCCAL,3,90,105,NA,A,NA,V,Not Flowering,0,0,Fall2021,2027,Not Replaced
2021-09-30,"EA, SM",3,5,ambient,Xeric,20,SALMEL,1,61,19,NA,A,NA,V,Not Flowering,0,0,Fall2021,2028,Not Replaced
2021-09-30,"EA, SM",3,5,ambient,Xeric,21,ARTCAL,2,59,43,NA,A,36,F,Flowering,0,0,Fall2021,2029,Not Replaced
2021-09-30,"EA, SM",3,5,ambient,Xeric,22,ERIFAS,1,38,31,NA,A,NA,V,Not Flowering,0,0,Fall2021,2030,Not Replaced
2021-09-30,"EA, SM",3,5,ambient,Xeric,27,ERIFAS,4,61,40,NA,A,NA,V,Not Flowering,0,0,Fall2021,2035,Not Replaced
2021-09-30,"EA, SM",3,5,ambient,Xeric,28,ARTCAL,3,83,77,NA,A,460,F,Flowering,0,0,Fall2021,2036,Not Replaced
2021-09-30,"EA, SM",3,5,ambient,Xeric,29,SALMEL,1,47,41,NA,A,NA,V,Not Flowering,0,0,Fall2021,2037,Not Replaced
2021-09-30,"EA, SM",3,5,ambient,Xeric,30,ENCCAL,1,68,114,NA,A,NA,V,Not Flowering,0,0,Fall2021,2038,Not Replaced
2021-09-30,"EA, SM",3,5,ambient,Xeric,31,ARTCAL,2,66,51,NA,A,256,F,Flowering,0,0,Fall2021,2039,Not Replaced
2021-09-30,"EA, SM",3,5,ambient,Xeric,33,ENCCAL,4,76,118,NA,A,NA,V,Not Flowering,0,0,Fall2021,2041,Not Replaced
